labels,tweets
0,still peeling hardcore started going wear little dress morrow sadfml
1,need alright mailing address something
0,funny monday start hate forget setup coffee
1,troy sick poor puppy
1,motivational class constructing short sentence
1,love sitting garden music playing tried crunchy bite good good cluster
0,many night shift fucking impossible sleep night night
1,became member yesterday still cannot give alright myspace meantime alright gorgeous
1,back home college friday feeling tuesday
0,back court postpone till july think time jail time worried fuck
0,realise cannot seem understand head
1,ing loud tried sure memory usage confusing
1,learned another heritage mine french
0,wish could next budget meeting august damn hope much team rock
0,perfect score nutrition exam studying personal training certification
0,scene nothing scene movie
1,ing loud great rather toothy smile
0,iphone lost mine saturday club
1,kill boredom coming timeout work
0,expected change niall though extreme donia seems like different person like
0,happy birthday courtney alright sitting parking waiting till really
0,glad break knee sure feel like
1,chaucer thanks well wish planning ready successful wrote remind goal
1,adam kris would ever consider collaborating future
1,getting alright prime time prep skin
1,girl boyfriend number friend myspace mean broke
1,interested science pretty light
1,know like blink without still good
0,decided slep good thing trying sorry keep fucking talk morning night
0,know tweetup hashtag would love next time
0,watched iranian woman killed protest video thing watch evar
1,think cool alright follower world
0,hate wakin sick soar throat
0,home recovering major liver surgery alot pain
0,cannot believe glad diversity
0,sunnies looking forward shopping however budget
1,three follower till going feature alright site give graph
0,tummy hurt shaking head werk noonday holla
1,long quote piece together start wink like sure
1,great photo cute puppy well
0,feeling friend broke boyfriend poor thing
0,okey left bookbag skool last work think going back work book
0,psych better neuro least better part town miss
1,catamusic thats need please
0,headache fatigue long line symptom
0,went local brainwashing center best friend good friend hour sermon fucking food
0,perhaps gmail glitch fixed
1,demi came movie started screaming
0,finish watching cannot believe junpyo forgot jandi
0,unfortunately apple newer software limit
0,live press conference tech difficulty fail
1,worn shoe tonight wearing hello kitty jacket blazer thing
0,woww rock wasted idiott
1,flat opposed sharp flat steamroller
1,hope party well tonight whoot
1,exactly gracious hostess twitter cocktail party
0,really hate puddle tell depth mess
1,tired slept ready took friend science center love going facebook soon
0,june going slow never like time moving fast want july
1,dear mother nature need pummel mckinley snow storm know jones waiting stop kind thanks
0,microsoft alright cool thing xbox netflix australia
1,supposed tell everyone surprise spoiled forgot also bake bread
0,mojo torchsong well soon
0,lovely evening ruined weird scary fight hate walking town
1,part room need touch
0,watching last episode afternoon
0,shall never much ever swear
0,going going miss jousting contest
1,audition hour come hairspray wearing tshirt
1,painter paint picture canvas musician paint picture silence leopold stokowski
1,alright insane alright husband sure
1,alright lost translation tweet alright fantastic thinking join fray
1,married brittani want ing loud
0,looked system requirement shitty laptop meet
1,alright cute love kiss sometimes kinda scare love
0,hope daughter feel better soon
1,listening crystal castle waiting huge cream
1,okey well still want grocery shopping come back
0,think everyone talking fell asleep time
1,wing cold beer alright talking
1,know always grizzle truly admire alright ambition ldub
0,poor kittiez hairball month
1,happy kanye back normal regular hair matching good look
0,like troybolton hottie super omfgz nail
1,back planning road trip home think first stop ohio anyone want visitor state follow
0,happened nadal spice french open soderling fednadal match
0,twitterfon blocked tonight well suppose away without bein blocked
1,hello hello want online halqa detail please
1,watching master chef rove
0,hypochondriac every little thing make positive dead really much positive tweet might indicate
0,angry soar throat yelling hour skype
1,beat gear dave partying super smash bros game disgustingly good
0,tired left lappy charger school final charger
0,great interview morning hope enjoying australia pitty could make adelaide
0,cool miss sorry slow getting date play hectic week love
1,soon enough review checklist soon
0,know awesome want liquid nitrogen superconducting material
1,also vblog shes finishing album nothing lately follow
0,remembered left business textbook office damn need fetch
1,balance checkbook know like accountant
1,ing loud like real creative
1,well twinterview tweet simple quick would please follow direct message
0,ready older spilled coke keyboard fried another split really strongly dislike backup keyboard
1,awesome finally blanket ninja wear still free thanks large sleeve
1,follow friday follow name last
1,sound like count four four near miss glad work safely
0,whoa whoa whoa switched already happened idea making switch ing loud miss
1,installed twitter client iphone inform directly playground
1,vote calendar girl year vote everyday thanks
1,thanks feel better back woof
0,glad back home glam camp pathetic sleeping outdoors alone
0,guess going thing since cooperated week sure different
1,sound like lesbian exactly weather conversation unless alright drunk funny
0,look bros next race bike tomtom taking hate houston definetaly hate area
0,classmate alright take exam
1,random thought heart stevie face
1,love program missed last night watched think better saturday
0,sorry seriously starting question alright motif giving pill
1,retweet tryingout tinytwitter smartphone hello world tinytwitter
0,lost bylaw lost story lost picture switching apple
